ccode,stateabb,year,mil_indicator,amount
90,GUA,1901,personnel,7
90,GUA,1902,spending,879
90,GUA,1902,personnel,7
90,GUA,1903,spending,-9
90,GUA,1903,personnel,7
90,GUA,1904,spending,409
90,GUA,1904,personnel,7
90,GUA,1905,spending,417
90,GUA,1905,personnel,7
90,GUA,1906,spending,431
90,GUA,1906,personnel,7
90,GUA,1907,spending,454
90,GUA,1907,personnel,7
90,GUA,1908,spending,463
90,GUA,1908,personnel,7
90,GUA,1909,spending,502
90,GUA,1909,personnel,7
90,GUA,1910,spending,484
90,GUA,1910,personnel,7
90,GUA,1911,spending,469
90,GUA,1911,personnel,7
90,GUA,1912,spending,105
90,GUA,1912,personnel,7
90,GUA,1913,spending,125
90,GUA,1913,personnel,7
90,GUA,1914,spending,151
90,GUA,1914,personnel,7
90,GUA,1915,spending,234
90,GUA,1915,personnel,7
90,GUA,1916,spending,236
90,GUA,1916,personnel,7
90,GUA,1917,spending,-9
90,GUA,1917,personnel,7
90,GUA,1918,spending,-9
90,GUA,1918,personnel,7
90,GUA,1919,spending,-9
90,GUA,1919,personnel,8
90,GUA,1920,spending,-9
90,GUA,1920,personnel,8
90,GUA,1921,spending,-9
90,GUA,1921,personnel,8
90,GUA,1922,spending,126
90,GUA,1922,personnel,8
90,GUA,1923,spending,114
90,GUA,1923,personnel,8
90,GUA,1924,spending,869
90,GUA,1924,personnel,8
90,GUA,1925,spending,1203
90,GUA,1925,personnel,8
90,GUA,1926,spending,2204
90,GUA,1926,personnel,8
90,GUA,1927,spending,2100
90,GUA,1927,personnel,7
90,GUA,1928,spending,2100
90,GUA,1928,personnel,7
90,GUA,1929,spending,2000
90,GUA,1929,personnel,7
90,GUA,1930,spending,2000
90,GUA,1930,personnel,7
90,GUA,1931,spending,1500
90,GUA,1931,personnel,7
90,GUA,1932,spending,1700
90,GUA,1932,personnel,7
90,GUA,1933,spending,1400
90,GUA,1933,personnel,6
90,GUA,1934,spending,1600
90,GUA,1934,personnel,7
90,GUA,1935,spending,1900
90,GUA,1935,personnel,6
90,GUA,1936,spending,2100
90,GUA,1936,personnel,6
90,GUA,1937,spending,1800
90,GUA,1937,personnel,6
90,GUA,1938,spending,1900
90,GUA,1938,personnel,6
90,GUA,1939,spending,1880
90,GUA,1939,personnel,6
90,GUA,1940,spending,-9
90,GUA,1940,personnel,-9
90,GUA,1941,spending,-9
90,GUA,1941,personnel,-9
90,GUA,1942,spending,1900
90,GUA,1942,personnel,-9
90,GUA,1943,spending,-9
90,GUA,1943,personnel,-9
90,GUA,1944,spending,1900
90,GUA,1944,personnel,21
90,GUA,1945,spending,-9
90,GUA,1945,personnel,-9
90,GUA,1946,spending,3366
90,GUA,1946,personnel,20
90,GUA,1947,spending,3474
90,GUA,1947,personnel,22
90,GUA,1948,spending,3871
90,GUA,1948,personnel,22
90,GUA,1949,spending,5161
90,GUA,1949,personnel,22
90,GUA,1950,spending,5062
90,GUA,1950,personnel,22
90,GUA,1951,spending,5558
90,GUA,1951,personnel,22
90,GUA,1952,spending,5955
90,GUA,1952,personnel,7
90,GUA,1953,spending,5955
90,GUA,1953,personnel,7
90,GUA,1954,spending,6650
90,GUA,1954,personnel,7
90,GUA,1955,spending,7940
90,GUA,1955,personnel,7
90,GUA,1956,spending,8800
90,GUA,1956,personnel,8
90,GUA,1957,spending,9300
90,GUA,1957,personnel,8
90,GUA,1958,spending,9800
90,GUA,1958,personnel,8
90,GUA,1959,spending,9800
90,GUA,1959,personnel,8
90,GUA,1960,spending,9400
90,GUA,1960,personnel,8
90,GUA,1961,spending,9200
90,GUA,1961,personnel,7
90,GUA,1962,spending,9300
90,GUA,1962,personnel,8
90,GUA,1963,spending,10200
90,GUA,1963,personnel,9
90,GUA,1964,spending,12700
90,GUA,1964,personnel,9
90,GUA,1965,spending,14300
90,GUA,1965,personnel,10
90,GUA,1966,spending,14700
90,GUA,1966,personnel,9
90,GUA,1967,spending,16400
90,GUA,1967,personnel,10
90,GUA,1968,spending,15700
90,GUA,1968,personnel,11
90,GUA,1969,spending,15600
90,GUA,1969,personnel,10
90,GUA,1970,spending,17200
90,GUA,1970,personnel,13
90,GUA,1971,spending,18500
90,GUA,1971,personnel,13
90,GUA,1972,spending,22500
90,GUA,1972,personnel,14
90,GUA,1973,spending,21500
90,GUA,1973,personnel,13
90,GUA,1974,spending,27400
90,GUA,1974,personnel,13
90,GUA,1975,spending,42900
90,GUA,1975,personnel,13
90,GUA,1976,spending,49600
90,GUA,1976,personnel,14
90,GUA,1977,spending,77700
90,GUA,1977,personnel,14
90,GUA,1978,spending,73200
90,GUA,1978,personnel,14
90,GUA,1979,spending,81899
90,GUA,1979,personnel,21
90,GUA,1980,spending,109090
90,GUA,1980,personnel,21
90,GUA,1981,spending,131209
90,GUA,1981,personnel,27
90,GUA,1982,spending,165114
90,GUA,1982,personnel,30
90,GUA,1983,spending,170009
90,GUA,1983,personnel,40
90,GUA,1984,spending,181288
90,GUA,1984,personnel,40
90,GUA,1985,spending,174000
90,GUA,1985,personnel,43
90,GUA,1986,spending,130770
90,GUA,1986,personnel,43
90,GUA,1987,spending,106320
90,GUA,1987,personnel,43
90,GUA,1988,spending,127000
90,GUA,1988,personnel,43
90,GUA,1989,spending,131000
90,GUA,1989,personnel,43
90,GUA,1990,spending,71780
90,GUA,1990,personnel,43
90,GUA,1991,spending,126000
90,GUA,1991,personnel,43
90,GUA,1992,spending,109160
90,GUA,1992,personnel,44
90,GUA,1993,spending,113000
90,GUA,1993,personnel,44
90,GUA,1994,spending,136000
90,GUA,1994,personnel,34
90,GUA,1995,spending,150000
90,GUA,1995,personnel,36
90,GUA,1996,spending,211000
90,GUA,1996,personnel,36
90,GUA,1997,spending,182000
90,GUA,1997,personnel,30
90,GUA,1998,spending,159000
90,GUA,1998,personnel,30
90,GUA,1999,spending,149000
90,GUA,1999,personnel,30
90,GUA,2000,spending,155000
90,GUA,2000,personnel,31
90,GUA,2001,spending,186000
90,GUA,2001,personnel,31
90,GUA,2002,spending,158000
90,GUA,2002,personnel,31
90,GUA,2003,spending,179000
90,GUA,2003,personnel,31
90,GUA,2004,spending,112000
90,GUA,2004,personnel,30
90,GUA,2005,spending,90000
90,GUA,2005,personnel,29
90,GUA,2006,spending,146000
90,GUA,2006,personnel,29
90,GUA,2007,spending,166000
90,GUA,2007,personnel,16
90,GUA,2008,spending,180000
90,GUA,2008,personnel,16
90,GUA,2009,spending,166000
90,GUA,2009,personnel,16
90,GUA,2010,spending,156000
90,GUA,2010,personnel,15
90,GUA,2011,spending,200000
90,GUA,2011,personnel,15
90,GUA,2012,spending,212000
90,GUA,2012,personnel,15
90,GUA,2013,spending,256000
90,GUA,2013,personnel,17
90,GUA,2014,spending,264000
90,GUA,2014,personnel,17
90,GUA,2015,spending,275000
90,GUA,2015,personnel,17
90,GUA,2016,spending,268000
90,GUA,2016,personnel,18
91,HON,1899,spending,-9
91,HON,1899,personnel,1
91,HON,1900,spending,68
91,HON,1900,personnel,1
91,HON,1901,spending,79
91,HON,1901,personnel,1
91,HON,1902,spending,79
91,HON,1902,personnel,3
91,HON,1903,spending,62
91,HON,1903,personnel,1
91,HON,1904,spending,97
91,HON,1904,personnel,1
91,HON,1905,spending,97
91,HON,1905,personnel,1
91,HON,1906,spending,103
91,HON,1906,personnel,1
91,HON,1907,spending,135
91,HON,1907,personnel,1
91,HON,1908,spending,135
91,HON,1908,personnel,1
91,HON,1909,spending,120
91,HON,1909,personnel,1
91,HON,1910,spending,120
91,HON,1910,personnel,2
91,HON,1911,spending,113
91,HON,1911,personnel,2
91,HON,1912,spending,-9
91,HON,1912,personnel,2
91,HON,1913,spending,115
91,HON,1913,personnel,2
91,HON,1914,spending,982
91,HON,1914,personnel,2
91,HON,1915,spending,-9
91,HON,1915,personnel,2
91,HON,1916,spending,-9
91,HON,1916,personnel,2
91,HON,1917,spending,882
91,HON,1917,personnel,2
91,HON,1918,spending,-9
91,HON,1918,personnel,4
91,HON,1919,spending,-9
91,HON,1919,personnel,3
91,HON,1920,spending,998
91,HON,1920,personnel,3
91,HON,1921,spending,-9
91,HON,1921,personnel,3
91,HON,1922,spending,999
91,HON,1922,personnel,3
91,HON,1923,spending,1091
91,HON,1923,personnel,3
91,HON,1924,spending,1005
91,HON,1924,personnel,3
91,HON,1925,spending,978
91,HON,1925,personnel,2
91,HON,1926,spending,1000
91,HON,1926,personnel,2
91,HON,1927,spending,900
91,HON,1927,personnel,2
91,HON,1928,spending,800
91,HON,1928,personnel,2
91,HON,1929,spending,900
91,HON,1929,personnel,2
91,HON,1930,spending,600
91,HON,1930,personnel,2
91,HON,1931,spending,650
91,HON,1931,personnel,2
91,HON,1932,spending,650
91,HON,1932,personnel,2
91,HON,1933,spending,750
91,HON,1933,personnel,1
91,HON,1934,spending,900
91,HON,1934,personnel,2
91,HON,1935,spending,1000
91,HON,1935,personnel,2
91,HON,1936,spending,1000
91,HON,1936,personnel,2
91,HON,1937,spending,1100
91,HON,1937,personnel,2
91,HON,1938,spending,1000
91,HON,1938,personnel,2
91,HON,1939,spending,1095
91,HON,1939,personnel,1
91,HON,1940,spending,1040
91,HON,1940,personnel,-9
91,HON,1941,spending,-9
91,HON,1941,personnel,-9
91,HON,1942,spending,1184
91,HON,1942,personnel,-9
91,HON,1943,spending,1208
91,HON,1943,personnel,-9
91,HON,1944,spending,1141
91,HON,1944,personnel,-9
91,HON,1945,spending,1217
91,HON,1945,personnel,-9
91,HON,1946,spending,1814
91,HON,1946,personnel,3
91,HON,1947,spending,2402
91,HON,1947,personnel,3
91,HON,1948,spending,3627
91,HON,1948,personnel,3
91,HON,1949,spending,2843
91,HON,1949,personnel,3
91,HON,1950,spending,2794
91,HON,1950,personnel,3
91,HON,1951,spending,3168
91,HON,1951,personnel,3
91,HON,1952,spending,3218
91,HON,1952,personnel,3
91,HON,1953,spending,3020
91,HON,1953,personnel,3
91,HON,1954,spending,3200
91,HON,1954,personnel,3
91,HON,1955,spending,3200
91,HON,1955,personnel,4
91,HON,1956,spending,4650
91,HON,1956,personnel,4
91,HON,1957,spending,4450
91,HON,1957,personnel,4
91,HON,1958,spending,4550
91,HON,1958,personnel,4
91,HON,1959,spending,4650
91,HON,1959,personnel,4
91,HON,1960,spending,4100
91,HON,1960,personnel,4
91,HON,1961,spending,7200
91,HON,1961,personnel,6
91,HON,1962,spending,7250
91,HON,1962,personnel,6
91,HON,1963,spending,7700
91,HON,1963,personnel,4
91,HON,1964,spending,5400
91,HON,1964,personnel,4
91,HON,1965,spending,5700
91,HON,1965,personnel,5
91,HON,1966,spending,6200
91,HON,1966,personnel,5
91,HON,1967,spending,6150
91,HON,1967,personnel,5
91,HON,1968,spending,6200
91,HON,1968,personnel,5
91,HON,1969,spending,7100
91,HON,1969,personnel,6
91,HON,1970,spending,8750
91,HON,1970,personnel,6
91,HON,1971,spending,11400
91,HON,1971,personnel,8
91,HON,1972,spending,15450
91,HON,1972,personnel,12
91,HON,1973,spending,15950
91,HON,1973,personnel,12
91,HON,1974,spending,16900
91,HON,1974,personnel,10
91,HON,1975,spending,21400
91,HON,1975,personnel,12
91,HON,1976,spending,23700
91,HON,1976,personnel,12
91,HON,1977,spending,25250
91,HON,1977,personnel,12
91,HON,1978,spending,31400
91,HON,1978,personnel,14
91,HON,1979,spending,33000
91,HON,1979,personnel,14
91,HON,1980,spending,59000
91,HON,1980,personnel,14
91,HON,1981,spending,45000
91,HON,1981,personnel,17
91,HON,1982,spending,60000
91,HON,1982,personnel,17
91,HON,1983,spending,70000
91,HON,1983,personnel,19
91,HON,1984,spending,90000
91,HON,1984,personnel,20
91,HON,1985,spending,71580
91,HON,1985,personnel,21
91,HON,1986,spending,67500
91,HON,1986,personnel,20
91,HON,1987,spending,138000
91,HON,1987,personnel,20
91,HON,1988,spending,124000
91,HON,1988,personnel,19
91,HON,1989,spending,138000
91,HON,1989,personnel,19
91,HON,1990,spending,45700
91,HON,1990,personnel,18
91,HON,1991,spending,61000
91,HON,1991,personnel,17
91,HON,1992,spending,42450
91,HON,1992,personnel,17
91,HON,1993,spending,44000
91,HON,1993,personnel,17
91,HON,1994,spending,45000
91,HON,1994,personnel,17
91,HON,1995,spending,54000
91,HON,1995,personnel,17
91,HON,1996,spending,100000
91,HON,1996,personnel,10
91,HON,1997,spending,101000
91,HON,1997,personnel,10
91,HON,1998,spending,99000
91,HON,1998,personnel,7
91,HON,1999,spending,95000
91,HON,1999,personnel,8
91,HON,2000,spending,95000
91,HON,2000,personnel,8
91,HON,2001,spending,96000
91,HON,2001,personnel,8
91,HON,2002,spending,55000
91,HON,2002,personnel,8
91,HON,2003,spending,53000
91,HON,2003,personnel,12
91,HON,2004,spending,52000
91,HON,2004,personnel,12
91,HON,2005,spending,53000
91,HON,2005,personnel,12
91,HON,2006,spending,55000
91,HON,2006,personnel,12
91,HON,2007,spending,76000
91,HON,2007,personnel,12
91,HON,2008,spending,96000
91,HON,2008,personnel,12
91,HON,2009,spending,111000
91,HON,2009,personnel,12
91,HON,2010,spending,135000
91,HON,2010,personnel,12
91,HON,2011,spending,141000
91,HON,2011,personnel,12
91,HON,2012,spending,151000
91,HON,2012,personnel,12
91,HON,2013,spending,177000
91,HON,2013,personnel,12
91,HON,2014,spending,216000
91,HON,2014,personnel,12
91,HON,2015,spending,249000
91,HON,2015,personnel,12
91,HON,2016,spending,295000
91,HON,2016,personnel,11
92,SAL,1875,spending,-9
92,SAL,1875,personnel,1
92,SAL,1876,spending,164
92,SAL,1876,personnel,1
92,SAL,1877,spending,-9
92,SAL,1877,personnel,1
92,SAL,1878,spending,-9
92,SAL,1878,personnel,1
92,SAL,1879,spending,-9
92,SAL,1879,personnel,1
92,SAL,1880,spending,-9
92,SAL,1880,personnel,1
92,SAL,1881,spending,180
92,SAL,1881,personnel,1
92,SAL,1882,spending,187
92,SAL,1882,personnel,1
92,SAL,1883,spending,112
92,SAL,1883,personnel,1
92,SAL,1884,spending,111
92,SAL,1884,personnel,1
92,SAL,1885,spending,123
92,SAL,1885,personnel,1
92,SAL,1886,spending,-9
92,SAL,1886,personnel,2
92,SAL,1887,spending,106
92,SAL,1887,personnel,2
92,SAL,1888,spending,116
92,SAL,1888,personnel,2
92,SAL,1889,spending,140
92,SAL,1889,personnel,2
92,SAL,1890,spending,408
92,SAL,1890,personnel,2
92,SAL,1891,spending,-9
92,SAL,1891,personnel,4
92,SAL,1892,spending,248
92,SAL,1892,personnel,4
92,SAL,1893,spending,247
92,SAL,1893,personnel,4
92,SAL,1894,spending,396
92,SAL,1894,personnel,4
92,SAL,1895,spending,-9
92,SAL,1895,personnel,4
92,SAL,1896,spending,283
92,SAL,1896,personnel,4
92,SAL,1897,spending,-9
92,SAL,1897,personnel,3
92,SAL,1898,spending,-9
92,SAL,1898,personnel,3
92,SAL,1899,spending,-9
92,SAL,1899,personnel,3
92,SAL,1900,spending,153
92,SAL,1900,personnel,4
92,SAL,1901,spending,163
92,SAL,1901,personnel,3
92,SAL,1902,spending,180
92,SAL,1902,personnel,3
92,SAL,1903,spending,140
92,SAL,1903,personnel,4
92,SAL,1904,spending,154
92,SAL,1904,personnel,3
92,SAL,1905,spending,177
92,SAL,1905,personnel,3
92,SAL,1906,spending,191
92,SAL,1906,personnel,3
92,SAL,1907,spending,200
92,SAL,1907,personnel,3
92,SAL,1908,spending,-9
92,SAL,1908,personnel,3
92,SAL,1909,spending,255
92,SAL,1909,personnel,3
92,SAL,1910,spending,243
92,SAL,1910,personnel,3
92,SAL,1911,spending,242
92,SAL,1911,personnel,3
92,SAL,1912,spending,281
92,SAL,1912,personnel,3
92,SAL,1913,spending,262
92,SAL,1913,personnel,3
92,SAL,1914,spending,1655
92,SAL,1914,personnel,3
92,SAL,1915,spending,-9
92,SAL,1915,personnel,3
92,SAL,1916,spending,-9
92,SAL,1916,personnel,3
92,SAL,1917,spending,-9
92,SAL,1917,personnel,3
92,SAL,1918,spending,-9
92,SAL,1918,personnel,3
92,SAL,1919,spending,-9
92,SAL,1919,personnel,3
92,SAL,1920,spending,1529
92,SAL,1920,personnel,3
92,SAL,1921,spending,169
92,SAL,1921,personnel,4
92,SAL,1922,spending,167
92,SAL,1922,personnel,4
92,SAL,1923,spending,137
92,SAL,1923,personnel,4
92,SAL,1924,spending,135
92,SAL,1924,personnel,4
92,SAL,1925,spending,165
92,SAL,1925,personnel,3
92,SAL,1926,spending,170
92,SAL,1926,personnel,3
92,SAL,1927,spending,199
92,SAL,1927,personnel,3
92,SAL,1928,spending,255
92,SAL,1928,personnel,3
92,SAL,1929,spending,219
92,SAL,1929,personnel,3
92,SAL,1930,spending,156
92,SAL,1930,personnel,3
92,SAL,1931,spending,158
92,SAL,1931,personnel,3
92,SAL,1932,spending,126
92,SAL,1932,personnel,3
92,SAL,1933,spending,115
92,SAL,1933,personnel,3
92,SAL,1934,spending,972
92,SAL,1934,personnel,3
92,SAL,1935,spending,1640
92,SAL,1935,personnel,3
92,SAL,1936,spending,1476
92,SAL,1936,personnel,2
92,SAL,1937,spending,1360
92,SAL,1937,personnel,2
92,SAL,1938,spending,1440
92,SAL,1938,personnel,3
92,SAL,1939,spending,1480
92,SAL,1939,personnel,3
92,SAL,1940,spending,-9
92,SAL,1940,personnel,-9
92,SAL,1941,spending,-9
92,SAL,1941,personnel,-9
92,SAL,1942,spending,1465
92,SAL,1942,personnel,-9
92,SAL,1943,spending,1350
92,SAL,1943,personnel,-9
92,SAL,1944,spending,1462
92,SAL,1944,personnel,-9
92,SAL,1945,spending,1801
92,SAL,1945,personnel,-9
92,SAL,1946,spending,1516
92,SAL,1946,personnel,3
92,SAL,1947,spending,1802
92,SAL,1947,personnel,3
92,SAL,1948,spending,2362
92,SAL,1948,personnel,3
92,SAL,1949,spending,2801
92,SAL,1949,personnel,3
92,SAL,1950,spending,3944
92,SAL,1950,personnel,3
92,SAL,1951,spending,4741
92,SAL,1951,personnel,3
92,SAL,1952,spending,5080
92,SAL,1952,personnel,3
92,SAL,1953,spending,6154
92,SAL,1953,personnel,3
92,SAL,1954,spending,5800
92,SAL,1954,personnel,3
92,SAL,1955,spending,6560
92,SAL,1955,personnel,7
92,SAL,1956,spending,6960
92,SAL,1956,personnel,7
92,SAL,1957,spending,7680
92,SAL,1957,personnel,7
92,SAL,1958,spending,7600
92,SAL,1958,personnel,7
92,SAL,1959,spending,6240
92,SAL,1959,personnel,7
92,SAL,1960,spending,6120
92,SAL,1960,personnel,7
92,SAL,1961,spending,6200
92,SAL,1961,personnel,6
92,SAL,1962,spending,8680
92,SAL,1962,personnel,6
92,SAL,1963,spending,8520
92,SAL,1963,personnel,3
92,SAL,1964,spending,8000
92,SAL,1964,personnel,4
92,SAL,1965,spending,9040
92,SAL,1965,personnel,4
92,SAL,1966,spending,9200
92,SAL,1966,personnel,4
92,SAL,1967,spending,9480
92,SAL,1967,personnel,4
92,SAL,1968,spending,9240
92,SAL,1968,personnel,4
92,SAL,1969,spending,10480
92,SAL,1969,personnel,4
92,SAL,1970,spending,9960
92,SAL,1970,personnel,4
92,SAL,1971,spending,11960
92,SAL,1971,personnel,6
92,SAL,1972,spending,12520
92,SAL,1972,personnel,8
92,SAL,1973,spending,25060
92,SAL,1973,personnel,8
92,SAL,1974,spending,26040
92,SAL,1974,personnel,8
92,SAL,1975,spending,27880
92,SAL,1975,personnel,8
92,SAL,1976,spending,37920
92,SAL,1976,personnel,8
92,SAL,1977,spending,50000
92,SAL,1977,personnel,8
92,SAL,1978,spending,58800
92,SAL,1978,personnel,11
92,SAL,1979,spending,68000
92,SAL,1979,personnel,14
92,SAL,1980,spending,72000
92,SAL,1980,personnel,16
92,SAL,1981,spending,116000
92,SAL,1981,personnel,23
92,SAL,1982,spending,139000
92,SAL,1982,personnel,28
92,SAL,1983,spending,158000
92,SAL,1983,personnel,32
92,SAL,1984,spending,205000
92,SAL,1984,personnel,45
92,SAL,1985,spending,252000
92,SAL,1985,personnel,48
92,SAL,1986,spending,160000
92,SAL,1986,personnel,48
92,SAL,1987,spending,208180
92,SAL,1987,personnel,49
92,SAL,1988,spending,237000
92,SAL,1988,personnel,45
92,SAL,1989,spending,139230
92,SAL,1989,personnel,45
92,SAL,1990,spending,143830
92,SAL,1990,personnel,55
92,SAL,1991,spending,141870
92,SAL,1991,personnel,60
92,SAL,1992,spending,175000
92,SAL,1992,personnel,49
92,SAL,1993,spending,100000
92,SAL,1993,personnel,49
92,SAL,1994,spending,132000
92,SAL,1994,personnel,30
92,SAL,1995,spending,145000
92,SAL,1995,personnel,22
92,SAL,1996,spending,149000
92,SAL,1996,personnel,22
92,SAL,1997,spending,176000
92,SAL,1997,personnel,15
92,SAL,1998,spending,163000
92,SAL,1998,personnel,15
92,SAL,1999,spending,171000
92,SAL,1999,personnel,15
92,SAL,2000,spending,168000
92,SAL,2000,personnel,17
92,SAL,2001,spending,165000
92,SAL,2001,personnel,17
92,SAL,2002,spending,109000
92,SAL,2002,personnel,17
92,SAL,2003,spending,106000
92,SAL,2003,personnel,16
92,SAL,2004,spending,106000
92,SAL,2004,personnel,16
92,SAL,2005,spending,106000
92,SAL,2005,personnel,16
92,SAL,2006,spending,106000
92,SAL,2006,personnel,16
92,SAL,2007,spending,111000
92,SAL,2007,personnel,16
92,SAL,2008,spending,115000
92,SAL,2008,personnel,16
92,SAL,2009,spending,135000
92,SAL,2009,personnel,16
92,SAL,2010,spending,135000
92,SAL,2010,personnel,16
92,SAL,2011,spending,146000
92,SAL,2011,personnel,16
92,SAL,2012,spending,145000
92,SAL,2012,personnel,16
92,SAL,2013,spending,154000
92,SAL,2013,personnel,15
92,SAL,2014,spending,150000
92,SAL,2014,personnel,15
92,SAL,2015,spending,150000
92,SAL,2015,personnel,15
92,SAL,2016,spending,146000
92,SAL,2016,personnel,25
93,NIC,1900,spending,114
93,NIC,1900,personnel,2
93,NIC,1901,spending,98
93,NIC,1901,personnel,2
93,NIC,1902,spending,-9
93,NIC,1902,personnel,2
93,NIC,1903,spending,140
93,NIC,1903,personnel,2
93,NIC,1904,spending,-9
93,NIC,1904,personnel,2
93,NIC,1905,spending,-9
93,NIC,1905,personnel,2
93,NIC,1906,spending,-9
93,NIC,1906,personnel,4
93,NIC,1907,spending,-9
93,NIC,1907,personnel,4
93,NIC,1908,spending,-9
93,NIC,1908,personnel,4
93,NIC,1909,spending,-9
93,NIC,1909,personnel,4
93,NIC,1910,spending,-9
93,NIC,1910,personnel,4
93,NIC,1911,spending,-9
93,NIC,1911,personnel,4
93,NIC,1912,spending,-9
93,NIC,1912,personnel,4
93,NIC,1913,spending,-9
93,NIC,1913,personnel,4
93,NIC,1914,spending,-9
93,NIC,1914,personnel,4
93,NIC,1915,spending,-9
93,NIC,1915,personnel,4
93,NIC,1916,spending,-9
93,NIC,1916,personnel,2
93,NIC,1917,spending,-9
93,NIC,1917,personnel,2
93,NIC,1918,spending,-9
93,NIC,1918,personnel,2
93,NIC,1919,spending,-9
93,NIC,1919,personnel,2
93,NIC,1920,spending,-9
93,NIC,1920,personnel,1
93,NIC,1921,spending,-9
93,NIC,1921,personnel,2
93,NIC,1922,spending,43
93,NIC,1922,personnel,2
93,NIC,1923,spending,-9
93,NIC,1923,personnel,3
93,NIC,1924,spending,-9
93,NIC,1924,personnel,3
93,NIC,1925,spending,131
93,NIC,1925,personnel,3
93,NIC,1926,spending,132
93,NIC,1926,personnel,3
93,NIC,1927,spending,84
93,NIC,1927,personnel,3
93,NIC,1928,spending,78
93,NIC,1928,personnel,3
93,NIC,1929,spending,141
93,NIC,1929,personnel,3
93,NIC,1930,spending,130
93,NIC,1930,personnel,3
93,NIC,1931,spending,90
93,NIC,1931,personnel,3
93,NIC,1932,spending,96
93,NIC,1932,personnel,2
93,NIC,1933,spending,63
93,NIC,1933,personnel,3
93,NIC,1934,spending,93
93,NIC,1934,personnel,2
93,NIC,1935,spending,86
93,NIC,1935,personnel,2
93,NIC,1936,spending,83
93,NIC,1936,personnel,2
93,NIC,1937,spending,45
93,NIC,1937,personnel,3
93,NIC,1938,spending,-9
93,NIC,1938,personnel,2
93,NIC,1939,spending,-9
93,NIC,1939,personnel,4
93,NIC,1940,spending,-9
93,NIC,1940,personnel,-9
93,NIC,1941,spending,-9
93,NIC,1941,personnel,-9
93,NIC,1942,spending,-9
93,NIC,1942,personnel,-9
93,NIC,1943,spending,-9
93,NIC,1943,personnel,-9
93,NIC,1944,spending,909
93,NIC,1944,personnel,-9
93,NIC,1945,spending,-9
93,NIC,1945,personnel,-9
93,NIC,1946,spending,-9
93,NIC,1946,personnel,3
93,NIC,1947,spending,-9
93,NIC,1947,personnel,3
93,NIC,1948,spending,-9
93,NIC,1948,personnel,3
93,NIC,1949,spending,-9
93,NIC,1949,personnel,3
93,NIC,1950,spending,-9
93,NIC,1950,personnel,3
93,NIC,1951,spending,-9
93,NIC,1951,personnel,3
93,NIC,1952,spending,-9
93,NIC,1952,personnel,3
93,NIC,1953,spending,-9
93,NIC,1953,personnel,3
93,NIC,1954,spending,-9
93,NIC,1954,personnel,3
93,NIC,1955,spending,-9
93,NIC,1955,personnel,3
93,NIC,1956,spending,-9
93,NIC,1956,personnel,3
93,NIC,1957,spending,7037
93,NIC,1957,personnel,4
